,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
1665,Frank Gore\GoreFr00,2018,35,3-65,MIA,NFL,14,14,90.6,102.6,6.47,7.33,0,0,0,0,0,156,722,0,12,124,1,1
1666,Greg Pruitt\PruiGr00,1981,30,2-30,CLE,NFL,15,6,97.0,162.0,6.47,10.80,0,0,0,0,0,31,124,0,65,636,4,3
1667,John Williams\WillJo00,1992,28,1-15,SEA,NFL,16,16,103.5,177.5,6.47,11.09,0,0,0,0,0,114,339,1,74,556,2,4
1668,Albert Bentley\BentAl00,1989,29,2-35,IND,NFL,16,8,103.4,155.4,6.46,9.71,0,1,0,0,0,75,299,1,52,525,3,3
1669,Rodney Hampton\HampRo00,1996,27,1-24,NYG,NFL,15,15,96.9,111.9,6.46,7.46,0,0,0,0,0,254,827,1,15,82,0,3
1670,Craig James\JameCr00,1984,23,7-187,NWE,NFL,15,7,96.9,118.9,6.46,7.93,0,0,0,0,0,160,790,1,22,159,0,4
1671,Duke Johnson\JohnDu00,2015,22,3-77,CLE,NFL,16,7,103.3,164.3,6.46,10.27,0,0,0,0,0,104,379,0,61,534,2,1
1672,Antone Smith\SmitAn01,2014,29,,ATL,NFL,10,0,64.6,77.6,6.46,7.76,0,0,0,0,0,23,144,2,13,222,3,1
1673,Wayne Wilson\WilsWa02,1985,28,12-324,NOR,NFL,16,10,103.3,141.3,6.46,8.83,0,0,0,0,0,168,645,1,38,228,2,2
1674,Alfred Blue\BlueAl00,2015,24,6-181,HOU,NFL,15,9,96.7,111.7,6.45,7.45,0,0,0,0,0,183,698,2,15,109,1,2
1675,Samkon Gado\GadoSa00,2007,25,,2TM,NFL,8,2,51.6,63.6,6.45,7.95,0,0,0,0,0,53,150,4,12,106,0,1
1676,Alonzo Highsmith\HighAl00,1989,24,1-3,HOU,NFL,16,16,103.2,121.2,6.45,7.58,0,0,0,0,0,128,531,4,18,201,2,6
1677,Fred Taylor\TaylFr00,2001,25,1-9,JAX,NFL,2,2,12.9,14.9,6.45,7.45,0,0,0,0,0,30,116,0,2,13,0,1
1678,Ryan Torain\ToraRy00,2008,22,5-139,DEN,NFL,2,1,12.9,12.9,6.45,6.45,0,0,0,0,0,15,69,1,0,0,0,0
1679,Joique Bell\BellJo01,2015,29,,DET,NFL,13,5,83.7,105.7,6.44,8.13,0,0,0,0,0,90,311,4,22,286,0,1
1680,Donald Brown\BrowDo00,2011,24,1-27,IND,NFL,16,2,103.1,119.1,6.44,7.44,0,0,0,0,0,134,645,5,16,86,0,0
1681,Rodney Carter\CartRo00,1988,24,7-175,PIT,NFL,14,1,90.1,122.1,6.44,8.72,2,3,56,0,0,36,216,3,32,363,2,0
1682,Tom Rathman\RathTo00,1989,27,3-56,SFO,NFL,16,16,103.1,176.1,6.44,11.01,0,0,0,0,0,79,305,1,73,616,1,1
1683,Earl Ferrell\FerrEa00,1989,31,5-125,PHO,NFL,15,15,96.4,114.4,6.43,7.63,0,0,0,0,0,149,502,6,18,122,0,2
1684,Stanford Jennings\JennSt00,1987,25,3-65,CIN,NFL,12,5,77.1,112.1,6.43,9.34,0,0,0,0,0,70,314,1,35,277,2,0
1685,Randy McMillan\McMiRa00,1986,28,1-12,IND,NFL,16,16,102.8,136.8,6.43,8.55,0,0,0,0,0,189,609,3,34,289,0,5
1686,Mario Bates\BateMa00,1997,24,2-44,NOR,NFL,12,7,77.0,82.0,6.42,6.84,1,1,21,1,0,119,440,4,5,42,0,2
1687,Earl Ferrell\FerrEa00,1985,27,5-125,STL,NFL,11,9,70.5,95.5,6.41,8.68,0,0,0,0,0,46,208,2,25,277,2,2
1688,Zack Crockett\CrocZa00,1996,24,3-79,IND,NFL,5,5,32.0,43.0,6.40,8.60,0,0,0,0,0,31,164,0,11,96,1,2
1689,Lawrence Phillips\PhilLa00,1996,21,1-6,STL,NFL,15,11,96.0,104.0,6.40,6.93,0,0,0,0,0,193,632,4,8,28,1,2
1690,Derrick Fenner\FennDe00,1993,26,10-268,CIN,NFL,15,14,95.9,143.9,6.39,9.59,0,0,0,0,0,121,482,1,48,427,0,1
1691,James Stewart\StewJa00,1995,24,1-19,JAX,NFL,14,8,89.5,110.5,6.39,7.89,0,0,0,0,0,137,525,2,21,190,1,1
1692,Larry Centers\CentLa00,2001,33,5-115,BUF,NFL,16,13,102.0,182.0,6.38,11.38,0,0,0,0,0,34,160,2,80,620,2,2
1693,Kevin Mack\MackKe00,1988,26,1-11,CLE,NFL,11,11,70.2,81.2,6.38,7.38,0,0,0,0,0,123,485,3,11,87,0,5
1694,Maurice Morris\MorrMa00,2008,29,2-54,SEA,NFL,13,6,83.0,102.0,6.38,7.85,0,0,0,0,0,132,574,0,19,136,2,1
1695,Doug Martin\MartDo00,2018,29,1-31,OAK,NFL,16,9,101.9,119.9,6.37,7.49,0,0,0,0,0,172,723,4,18,116,0,3
1696,Dion Lewis\LewiDi00,2018,28,5-149,TEN,NFL,16,7,101.7,160.7,6.36,10.04,0,0,0,0,0,155,517,1,59,400,1,1
1697,Frank Pollard\PollFr00,1987,30,11-305,PIT,NFL,12,7,76.3,90.3,6.36,7.53,0,0,0,0,0,128,536,3,14,77,0,3
1698,Greg Robinson\RobiGr00,1993,24,8-208,RAI,NFL,12,12,76.3,91.3,6.36,7.61,0,0,0,0,0,156,591,1,15,142,0,3
1699,Chester Taylor\TaylCh01,2004,25,6-207,BAL,NFL,16,4,101.8,131.8,6.36,8.24,0,0,0,0,0,160,714,2,30,184,0,1
1700,James White\WhitJa02,2016,24,4-130,NWE,NFL,16,4,101.7,161.7,6.36,10.11,0,0,0,0,0,39,166,0,60,551,5,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
1701,Bobby Rainey\RainBo00,2013,26,,2TM,NFL,15,6,95.2,110.2,6.35,7.35,0,1,0,0,0,150,566,5,15,46,1,1
1702,Marcel Shipp\ShipMa00,2003,25,,ARI,NFL,16,11,101.4,131.4,6.34,8.21,0,0,0,0,0,228,830,0,30,184,0,3
1703,Tyrone Wheatley\WheaTy00,2001,29,1-17,OAK,NFL,11,2,69.7,81.7,6.34,7.43,0,0,0,0,0,88,276,5,12,61,1,3
1704,Rod Bernstine\BernRo00,1995,30,1-24,DEN,NFL,3,3,19.0,24.0,6.33,8.00,0,0,0,0,0,23,76,1,5,54,0,0
1705,Ahman Green\GreeAh00,2008,31,3-76,HOU,NFL,8,1,50.6,61.6,6.33,7.70,0,0,0,0,0,74,294,3,11,32,0,0
1706,Rodney Hampton\HampRo00,1990,21,1-24,NYG,NFL,15,2,94.9,126.9,6.33,8.46,0,0,0,0,0,109,455,2,32,274,2,2
1707,Peyton Hillis\HillPe00,2013,27,7-227,NYG,NFL,7,1,44.3,57.3,6.33,8.19,0,0,0,0,0,73,247,2,13,96,0,2
1708,Jerious Norwood\NorwJe00,2007,24,3-79,ATL,NFL,15,2,95.0,123.0,6.33,8.20,0,0,0,0,0,103,613,1,28,277,0,0
1709,Lars Tate\TateLa00,1988,22,2-53,TAM,NFL,15,5,95.0,100.0,6.33,6.67,0,0,0,0,0,122,467,7,5,23,1,2
1710,Donald Brown\BrowDo00,2010,23,1-27,IND,NFL,13,8,82.2,102.2,6.32,7.86,0,0,0,0,0,129,497,2,20,205,0,0
1711,Derrick Fenner\FennDe00,1992,25,10-268,CIN,NFL,16,1,101.1,108.1,6.32,6.76,0,0,0,0,0,112,500,7,7,41,1,1
1712,Ron Springs\SpriRo00,1980,24,5-136,DAL,NFL,15,6,94.8,109.8,6.32,7.32,0,0,0,0,0,89,326,6,15,212,1,1
1713,James Starks\StarJa00,2013,27,6-193,GNB,NFL,13,1,82.2,92.2,6.32,7.09,0,0,0,0,0,89,493,3,10,89,1,1
1714,Delvin Williams\WillDe01,1980,29,2-49,MIA,NFL,15,10,94.8,125.8,6.32,8.39,0,1,0,0,0,187,671,2,31,207,0,5
1715,Carlos Hyde\HydeCa00,2018,28,2-57,2TM,NFL,14,7,88.4,98.4,6.31,7.03,0,0,0,0,0,172,571,5,10,33,0,2
1716,Theo Riddick\RiddTh00,2017,26,6-199,DET,NFL,16,5,101.0,154.0,6.31,9.63,0,0,0,0,0,84,286,3,53,444,2,1
1717,Pierre Thomas\ThomPi00,2012,28,,NOR,NFL,15,4,94.7,133.7,6.31,8.91,0,0,0,0,0,105,473,1,39,354,1,0
1718,Ricky Patton\PattRi00,1981,27,10-257,SFO,NFL,16,15,100.8,127.8,6.30,7.99,0,0,0,0,0,152,543,4,27,195,1,3
1719,Robert Smith\SmitRo00,1993,21,1-21,MIN,NFL,10,2,63.0,87.0,6.30,8.70,0,0,0,0,0,82,399,2,24,111,0,0
1720,Jeff Womack\WomaJe20,1987,24,,MIN,NFL,2,1,12.6,17.6,6.30,8.80,0,0,0,0,0,9,20,0,5,46,1,0
1721,Charles Alexander\AlexCh00,1983,26,1-12,CIN,NFL,14,14,88.0,120.0,6.29,8.57,0,0,0,0,0,153,523,3,32,187,0,1
1722,Javorius Allen\AlleJa01,2015,24,4-125,BAL,NFL,16,6,100.7,145.7,6.29,9.11,0,0,0,0,0,137,514,1,45,353,2,2
1723,Stephen Davis\DaviSt00,1997,23,4-102,WAS,NFL,14,6,88.1,106.1,6.29,7.58,0,0,0,0,0,141,567,3,18,134,0,1
1724,Ronnie Harmon\HarmRo00,1993,29,1-16,SDG,NFL,16,1,100.7,173.7,6.29,10.86,0,0,0,0,0,46,216,0,73,671,2,0
1725,Greg Jones\JoneGr01,2005,24,2-55,JAX,NFL,14,13,88.0,98.0,6.29,7.00,0,0,0,0,0,151,575,4,10,65,0,0
1726,Matt Asiata\AsiaMa00,2016,29,,MIN,NFL,16,6,100.5,132.5,6.28,8.28,0,0,0,0,0,121,402,6,32,263,0,1
1727,Tommy Vardell\VardTo00,1993,24,1-9,CLE,NFL,16,12,100.5,119.5,6.28,7.47,0,0,0,0,0,171,644,3,19,151,1,3
1728,Kenneth Davis\DaviKe00,1992,30,2-41,BUF,NFL,16,0,100.3,115.3,6.27,7.21,0,0,0,0,0,139,613,6,15,80,0,5
1729,Charles Sims\SimsCh00,2016,26,3-69,TAM,NFL,7,2,43.9,67.9,6.27,9.70,0,0,0,0,0,51,149,1,24,190,1,1
1730,Kevan Barlow\BarlKe00,2006,27,3-80,NYJ,NFL,12,3,75.1,82.1,6.26,6.84,0,0,0,0,0,131,370,6,7,21,0,1
1731,Shawn Bryson\BrysSh00,2000,24,3-86,BUF,NFL,16,7,100.2,132.2,6.26,8.26,0,0,0,0,0,161,591,0,32,271,2,1
1732,Gill Fenerty\FeneGi00,1991,28,7-173,NOR,NFL,16,12,100.2,126.2,6.26,7.89,0,0,0,0,0,139,477,3,26,235,2,1
1733,William Floyd\FloyWi00,1996,24,1-28,SFO,NFL,9,8,56.3,82.3,6.26,9.14,0,0,0,0,0,47,186,2,26,197,1,4
1734,Tony Richardson\RichTo00,2001,30,,KAN,NFL,14,8,87.6,117.6,6.26,8.40,0,0,0,0,0,66,191,7,30,265,0,0
1735,Joe Washington\WashJo00,1982,29,1-4,WAS,NFL,7,1,43.8,62.8,6.26,8.97,1,1,35,0,0,44,190,1,19,134,1,2
1736,Zach Zenner\ZennZa00,2018,27,,DET,NFL,8,1,50.1,57.1,6.26,7.14,0,0,0,0,0,55,265,3,7,56,0,0
1737,Royce Freeman\FreeRo00,2018,22,3-71,DEN,NFL,14,8,87.3,101.3,6.24,7.24,0,0,0,0,0,130,521,5,14,72,0,1
1738,Walter Abercrombie\AberWa00,1987,28,1-12,PIT,NFL,12,12,74.8,98.8,6.23,8.23,0,0,0,0,0,123,459,2,24,209,0,4
1739,LeGarrette Blount\BlouLe00,2017,31,,PHI,NFL,16,11,99.6,107.6,6.23,6.73,0,0,0,0,0,173,766,2,8,50,1,1
1740,Jonathan Dwyer\DwyeJo00,2012,23,6-188,PIT,NFL,13,6,80.9,98.9,6.22,7.61,0,0,0,0,0,156,623,2,18,106,0,2
1741,Shane Vereen\VereSh00,2015,26,2-56,NYG,NFL,16,0,99.5,158.5,6.22,9.91,0,0,0,0,0,61,260,0,59,495,4,1
1742,Charles Alexander\AlexCh00,1980,23,1-12,CIN,NFL,16,16,99.4,135.4,6.21,8.46,0,0,0,0,0,169,702,2,36,192,0,2
1743,Kevin Faulk\FaulKe00,2004,28,2-46,NWE,NFL,11,1,68.3,94.3,6.21,8.57,0,0,0,0,0,54,255,2,26,248,1,2
1744,Darick Holmes\HolmDa00,1996,25,7-244,BUF,NFL,16,1,99.3,115.3,6.21,7.21,0,0,0,0,0,189,571,4,16,102,1,2
1745,Ricky Williams\WillRi00,2010,33,1-5,MIA,NFL,16,0,99.4,118.4,6.21,7.40,0,0,0,0,0,159,673,2,19,141,1,4
1746,Alfred Anderson\AndeAl00,1988,27,3-67,MIN,NFL,16,13,99.2,122.2,6.20,7.64,0,0,0,0,0,87,300,7,23,242,1,3
1747,Mario Bates\BateMa00,1996,23,2-44,NOR,NFL,14,10,86.8,99.8,6.20,7.13,0,0,0,0,0,164,584,4,13,44,0,4
1748,R.J. Bowers\BoweRJ00,2003,29,,CLE,NFL,1,0,6.2,7.2,6.20,7.20,0,0,0,0,0,0,0,0,1,2,1,0
1749,Stephen Davis\DaviSt00,2004,30,4-102,CAR,NFL,2,2,12.4,14.4,6.20,7.20,0,0,0,0,0,24,92,0,2,32,0,0
1750,Ken Oxendine\OxenKe00,1999,24,7-201,ATL,NFL,12,9,74.4,91.4,6.20,7.62,0,0,0,0,0,141,452,1,17,172,1,5
1751,Rick Parros\ParrRi00,1983,25,4-107,DEN,NFL,6,5,37.2,49.2,6.20,8.20,0,0,0,0,0,30,96,1,12,126,2,3
1752,Glyn Milburn\MilbGl00,1994,23,2-43,DEN,NFL,16,3,99.0,176.0,6.19,11.00,0,0,0,0,0,58,201,1,77,549,3,4
1753,Theo Riddick\RiddTh00,2015,24,6-199,DET,NFL,16,1,99.0,179.0,6.19,11.19,0,0,0,0,0,43,133,0,80,697,3,1
1754,Steve Smith\SmitSt00,1988,24,3-81,RAI,NFL,16,6,99.1,125.1,6.19,7.82,0,0,0,0,0,38,162,3,26,299,6,1
1755,Albert Bentley\BentAl00,1986,26,2-35,IND,NFL,12,3,74.1,99.1,6.18,8.26,0,0,0,0,0,73,351,3,25,230,0,2
1756,Roger Craig\CraiRo00,1990,30,2-49,SFO,NFL,11,11,68.0,93.0,6.18,8.45,0,0,0,0,0,141,439,1,25,201,0,2
1757,Mike Davis\DaviMi01,2017,24,4-126,SEA,NFL,6,6,37.1,52.1,6.18,8.68,0,0,0,0,0,68,240,0,15,131,0,0
1758,Derrick Henry\HenrDe00,2016,22,2-45,TEN,NFL,15,2,92.7,105.7,6.18,7.05,0,0,0,0,0,110,490,5,13,137,0,0
1759,Erric Pegram\PegrEr00,1996,27,6-145,PIT,NFL,12,4,74.1,91.1,6.18,7.59,0,0,0,0,0,97,509,1,17,112,0,1
1760,Edgar Bennett\BennEd00,1998,29,4-103,CHI,NFL,16,13,98.7,126.7,6.17,7.92,1,2,18,1,0,173,611,2,28,209,0,2
1761,Thomas Jones\JoneTh00,2003,25,1-7,TAM,NFL,16,3,98.7,122.7,6.17,7.67,0,0,0,0,0,137,627,3,24,180,0,4
1762,Mewelde Moore\MoorMe00,2004,22,4-119,MIN,NFL,10,3,61.7,88.7,6.17,8.87,0,1,0,0,0,65,379,0,27,238,0,0
1763,Eric Bieniemy\BienEr00,1995,26,2-39,CIN,NFL,16,1,98.5,141.5,6.16,8.84,0,2,0,0,0,98,381,3,43,424,0,1
1764,Doug Martin\MartDo00,2014,25,1-31,TAM,NFL,11,11,67.8,80.8,6.16,7.35,0,0,0,0,0,134,494,2,13,64,0,0
1765,Wayne Morris\MorrWa00,1980,26,5-141,STL,NFL,16,16,98.6,113.6,6.16,7.10,0,0,0,0,0,117,456,6,15,110,1,0
1766,Hubie Oliver\OlivHu00,1983,26,10-275,PHI,NFL,16,16,98.5,147.5,6.16,9.22,0,0,0,0,0,121,434,1,49,421,2,5
1767,Chris Thompson\ThomCh03,2016,26,5-154,WAS,NFL,16,0,98.5,147.5,6.16,9.22,0,0,0,0,0,68,356,3,49,349,2,2
1768,Mike Anderson\AndeMi00,2001,28,6-189,DEN,NFL,16,7,98.4,106.4,6.15,6.65,0,0,0,0,0,175,678,4,8,46,0,1
1769,Jerome Bettis*\BettJe00,1995,23,1-10,STL,NFL,15,13,92.3,110.3,6.15,7.35,0,0,0,0,0,183,637,3,18,106,0,4
1770,Eric Dickerson*\DickEr00,1992,32,1-2,RAI,NFL,16,15,98.4,112.4,6.15,7.03,0,0,0,0,0,187,729,2,14,85,1,1
1771,Ronnie Harmon\HarmRo00,1990,26,1-16,SDG,NFL,16,2,98.4,144.4,6.15,9.03,0,0,0,0,0,66,363,0,46,511,2,1
1772,Edgerrin James\JameEd00,2008,30,1-4,ARI,NFL,13,7,79.9,91.9,6.15,7.07,0,0,0,0,0,133,514,3,12,85,0,2
1773,Larry Kinnebrew\KinnLa00,1989,30,6-165,BUF,NFL,15,10,92.3,97.3,6.15,6.49,0,0,0,0,0,131,533,6,5,60,0,3
1774,Michael Pittman\PittMi00,1999,24,4-95,ARI,NFL,10,2,61.5,77.5,6.15,7.75,1,1,26,0,0,64,289,2,16,196,0,3
1775,Allen Rice\RiceAl00,1986,24,5-140,MIN,NFL,14,8,86.1,116.1,6.15,8.29,0,1,0,0,0,73,220,2,30,391,3,5
1776,Fred Beasley\BeasFr00,1999,25,6-180,SFO,NFL,13,11,79.8,111.8,6.14,8.60,0,0,0,0,0,58,276,4,32,282,0,2
1777,Steve Broussard\BrouSt00,1991,24,1-20,ATL,NFL,14,5,85.9,97.9,6.14,6.99,0,0,0,0,0,99,449,4,12,120,1,1
1778,Steve Sewell\SeweSt00,1988,25,1-26,DEN,NFL,16,3,98.2,136.2,6.14,8.51,0,1,0,0,0,32,135,1,38,507,5,2
1779,Troy Stradford\StraTr00,1988,24,4-99,MIA,NFL,15,6,92.1,148.1,6.14,9.87,0,1,0,0,0,95,335,2,56,426,1,2
1780,Curtis Dickey\DickCu00,1982,26,1-5,BAL,NFL,8,6,49.0,70.0,6.13,8.75,0,0,0,0,0,66,232,1,21,228,0,3
1781,Roland Harper\HarpRo00,1980,27,17-420,CHI,NFL,12,12,73.5,80.5,6.13,6.71,0,0,0,0,0,113,404,5,7,31,0,0
1782,Lamont Warren\WarrLa00,2002,29,6-164,DET,NFL,3,1,18.4,22.4,6.13,7.47,0,0,0,0,0,6,8,0,4,56,2,0
1783,Terrell Fletcher\FletTe00,2000,27,2-51,SDG,NFL,16,6,97.9,145.9,6.12,9.12,0,0,0,0,0,116,384,3,48,355,1,2
1784,Nyheim Hines\HineNy00,2018,22,4-104,IND,NFL,16,4,97.9,160.9,6.12,10.06,0,0,0,0,0,85,314,2,63,425,2,1
1785,Jerick McKinnon\McKiJe00,2014,22,3-96,MIN,NFL,11,6,67.3,94.3,6.12,8.57,0,0,0,0,0,113,538,0,27,135,0,0
1786,Lamar Miller\MillLa01,2013,22,4-97,MIA,NFL,16,15,97.9,123.9,6.12,7.74,0,0,0,0,0,177,709,2,26,170,0,1
1787,Donnell Bennett\BennDo00,1998,26,2-58,KAN,NFL,16,10,97.8,113.8,6.11,7.11,0,0,0,0,0,148,527,5,16,91,1,4
1788,Steve Broussard\BrouSt00,1990,23,1-20,ATL,NFL,13,10,79.4,103.4,6.11,7.95,0,0,0,0,0,126,454,4,24,160,0,6
1789,Derrick Fenner\FennDe00,1996,29,10-268,OAK,NFL,16,11,97.7,128.7,6.11,8.04,0,0,0,0,0,67,245,4,31,252,4,0
1790,Jerious Norwood\NorwJe00,2006,23,3-79,ATL,NFL,14,0,85.5,97.5,6.11,6.96,0,1,0,0,0,99,633,2,12,102,0,0
1791,Tatum Bell\BellTa00,2007,26,2-41,DET,NFL,5,5,30.5,44.5,6.10,8.90,0,0,0,0,0,44,182,1,14,63,0,1
1792,Clint Stoerner\StoeCl00,2000,23,,DAL,NFL,1,0,6.1,6.1,6.10,6.12,3,5,53,1,0,0,0,0,0,0,0,0
1793,Ben Tate\TateBe00,2014,26,2-58,2TM,NFL,11,6,67.1,76.1,6.10,6.92,0,0,0,0,0,119,371,4,9,60,0,0
1794,Tatum Bell\BellTa00,2008,27,2-41,DEN,NFL,7,3,42.6,52.6,6.09,7.51,0,0,0,0,0,44,249,2,10,57,0,0
1795,Reggie Bush\BushRe00,2014,29,1-2,DET,NFL,11,9,67.0,107.0,6.09,9.73,0,0,0,0,0,76,297,2,40,253,0,1
1796,Roy Helu\HeluRo00,2014,26,4-105,WAS,NFL,14,0,85.3,127.3,6.09,9.09,0,0,0,0,0,40,216,1,42,477,2,2
1797,Doug Martin\MartDo00,2017,28,1-31,TAM,NFL,11,8,67.0,76.0,6.09,6.91,0,0,0,0,0,138,406,3,9,84,0,1
1798,Blair Thomas\ThomBl00,1990,23,1-2,NYJ,NFL,15,11,91.4,111.4,6.09,7.43,0,0,0,0,0,123,620,1,20,204,1,3
1799,Ki-Jana Carter\CartKi00,1996,23,1-1,CIN,NFL,16,4,97.3,119.3,6.08,7.46,0,0,0,0,0,91,264,8,22,169,1,2
1800,Cadillac Williams\WillCa02,2010,28,1-5,TAM,NFL,16,9,97.2,143.2,6.08,8.95,0,0,0,0,0,125,437,2,46,355,1,1
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
1801,Tarik Cohen\CoheTa00,2017,22,4-119,CHI,NFL,16,4,97.1,150.1,6.07,9.38,1,2,21,1,0,87,370,2,53,353,1,3
1802,Buford McGee\McGeBu00,1990,30,11-286,RAM,NFL,16,15,97.1,144.1,6.07,9.01,2,2,23,1,0,44,234,1,47,388,4,0
1803,Kimble Anders\AndeKi00,1996,30,,KAN,NFL,16,15,97.0,157.0,6.06,9.81,0,0,0,0,0,54,201,2,60,529,2,0
1804,Gary Ellerson\ElleGa00,1987,24,7-182,DET,NFL,8,2,48.4,53.4,6.05,6.68,0,0,0,0,0,47,196,3,5,48,1,0
1805,Gaston Green\GreeGa00,1992,26,1-14,DEN,NFL,14,13,84.7,94.7,6.05,6.76,0,0,0,0,0,161,648,2,10,79,0,0
1806,Trent Richardson\RichTr00,2014,24,1-3,IND,NFL,15,12,90.8,117.8,6.05,7.85,0,0,0,0,0,159,519,3,27,229,0,2
1807,Jeff Smith\SmitJe00,1987,25,10-267,TAM,NFL,12,8,72.6,92.6,6.05,7.72,0,0,0,0,0,100,309,2,20,197,2,2
1808,Derrick Jensen\JensDe00,1981,25,3-57,OAK,NFL,16,13,96.7,124.7,6.04,7.79,0,0,0,0,0,117,456,4,28,271,0,0
1809,Anthony Toney\ToneAn00,1989,27,2-37,PHI,NFL,14,14,84.6,103.6,6.04,7.40,0,0,0,0,0,172,582,3,19,124,0,4
1810,Kenneth Dixon\DixoKe00,2016,22,4-134,BAL,NFL,12,0,72.4,102.4,6.03,8.53,0,0,0,0,0,88,382,2,30,162,1,1
1811,Tony Dorsett*\DorsTo00,1987,33,1-2,DAL,NFL,12,6,72.3,91.3,6.03,7.61,0,0,0,0,0,130,456,1,19,177,1,3
1812,Dexter McCluster\McClDe00,2011,22,2-36,KAN,NFL,16,4,96.4,142.4,6.03,8.90,0,0,0,0,0,114,516,1,46,328,1,4
1813,Mosi Tatupu\TatuMo00,1983,28,8-215,NWE,NFL,16,1,96.5,106.5,6.03,6.66,0,0,0,0,0,106,578,4,10,97,1,1
1814,Mike Tolbert\TolbMi00,2013,28,,CAR,NFL,16,13,96.5,123.5,6.03,7.72,0,0,0,0,0,101,361,5,27,184,2,0
1815,Ladell Betts\BettLa00,2003,24,2-56,WAS,NFL,9,1,54.2,69.2,6.02,7.69,0,0,0,0,0,77,255,2,15,167,0,0
1816,Toby Gerhart\GerhTo00,2011,24,2-51,MIN,NFL,16,5,96.1,119.1,6.01,7.44,0,0,0,0,0,109,531,1,23,190,3,1
1817,Quinton Ganther\GantQu00,2009,25,7-246,WAS,NFL,8,4,48.0,57.0,6.00,7.13,0,0,0,0,0,62,201,3,9,99,0,0
1818,Leon Washington\WashLe00,2007,25,4-117,NYJ,NFL,16,4,96.0,132.0,6.00,8.25,1,1,36,0,0,71,353,3,36,213,0,4
1819,Reggie Dupard\DupaRe00,1987,24,1-26,NWE,NFL,8,3,47.9,50.9,5.99,6.36,0,0,0,0,0,94,318,3,3,1,0,2
1820,Aaron Stecker\StecAa00,2007,32,,NOR,NFL,16,6,95.9,131.9,5.99,8.24,0,0,0,0,0,115,448,5,36,211,0,1
1821,Tion Green\GreeTi00,2017,24,,DET,NFL,5,0,29.9,31.9,5.98,6.38,0,0,0,0,0,42,165,2,2,14,0,0
1822,Gary Brown\BrowGa00,1999,30,8-214,NYG,NFL,3,2,17.9,19.9,5.97,6.63,0,0,0,0,0,55,177,0,2,2,0,1
1823,Trung Canidate\CaniTr00,2001,24,1-31,STL,NFL,16,2,95.5,112.5,5.97,7.03,0,0,0,0,0,78,441,6,17,154,0,3
1824,Andre Ellington\ElliAn00,2015,26,6-187,ARI,NFL,10,3,59.7,74.7,5.97,7.47,0,0,0,0,0,45,289,3,15,148,0,1
1825,Jerry Eckwood\EckwJe00,1981,27,3-60,TAM,NFL,16,12,95.4,119.4,5.96,7.46,0,0,0,0,0,172,651,2,24,213,0,3
1826,Lamar Smith\SmitLa00,1997,27,3-73,SEA,NFL,12,2,71.5,94.5,5.96,7.88,0,0,0,0,0,91,392,2,23,183,0,0
1827,Curt Warner\WarnCu00,1989,28,1-3,SEA,NFL,16,15,95.4,118.4,5.96,7.40,0,0,0,0,0,194,631,3,23,153,1,7
1828,Michael Bush\BushMi00,2012,28,4-100,CHI,NFL,13,1,77.4,86.4,5.95,6.65,0,0,0,0,0,114,411,5,9,83,0,1
1829,Jonathan Dwyer\DwyeJo00,2014,25,6-188,ARI,NFL,2,0,11.9,13.9,5.95,6.95,0,0,0,0,0,16,51,1,2,8,0,0
1830,Charlie Garner\GarnCh00,1997,25,2-42,PHI,NFL,16,2,95.2,119.2,5.95,7.45,0,0,0,0,0,116,547,3,24,225,0,1
1831,Herman Heard\HearHe00,1987,26,3-61,KAN,NFL,12,6,71.4,85.4,5.95,7.12,0,0,0,0,0,82,466,3,14,118,0,5
1832,Derrick Moore\MoorDe00,1993,26,8-216,DET,NFL,13,3,77.4,98.4,5.95,7.57,0,0,0,0,0,88,405,3,21,169,1,4
1833,Jacquizz Rodgers\RodgJa00,2013,23,5-145,ATL,NFL,15,4,89.3,141.3,5.95,9.42,0,0,0,0,0,96,332,2,52,341,2,1
1834,Allen Rice\RiceAl00,1988,26,5-140,MIN,NFL,16,4,95.1,125.1,5.94,7.82,0,0,0,0,0,110,322,6,30,279,0,1
1835,Reggie Rivers\RiveRe00,1992,24,,DEN,NFL,16,3,95.1,140.1,5.94,8.76,0,0,0,0,0,74,282,3,45,449,1,2
