,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
767,Floyd Turner\TurnFl00,1991,25,6-159,NOR,NFL,16,4,139.7,203.7,8.73,12.73,0,0,0,0,0,0,0,0,64,927,8,1
768,Cris Carter*\CartCr00,1992,27,4-3,MIN,NFL,12,12,104.6,157.6,8.72,13.13,0,0,0,0,0,5,15,0,53,681,6,1
769,Alfred Jenkins\JenkAl00,1980,28,,ATL,NFL,16,16,139.5,197.5,8.72,12.34,0,0,0,0,0,0,0,0,58,1035,6,0
770,Robert Clark\ClarRo00,1990,25,10-263,DET,NFL,16,15,139.4,191.4,8.71,11.96,0,0,0,0,0,0,0,0,52,914,8,0
771,Greg Jennings\JennGr00,2009,26,2-52,GNB,NFL,16,13,139.3,207.3,8.71,12.96,0,0,0,0,0,0,0,0,68,1113,4,0
772,Art Monk*\MonkAr00,1983,26,1-18,WAS,NFL,12,11,104.5,151.5,8.71,12.63,1,1,46,0,0,3,-19,0,47,746,5,0
773,Jimmy Smith\SmitJi00,2003,34,2-36,JAX,NFL,12,12,104.5,158.5,8.71,13.21,0,0,0,0,0,0,0,0,54,805,4,1
774,Victor Cruz\CruzVi00,2013,27,,NYG,NFL,14,12,121.8,194.8,8.70,13.91,0,0,0,0,0,0,0,0,73,998,4,1
775,Henry Ellard\EllaHe00,1995,34,2-32,WAS,NFL,15,15,130.5,186.5,8.70,12.43,0,0,0,0,0,0,0,0,56,1005,5,1
776,Wesley Walker\WalkWe00,1984,29,2-33,NYJ,NFL,12,10,104.4,145.4,8.70,12.12,0,0,0,0,0,1,1,0,41,623,7,0
777,Irving Fryar\FryaIr00,1995,33,1-1,MIA,NFL,16,16,139.0,201.0,8.69,12.56,0,0,0,0,0,0,0,0,62,910,8,0
778,Mike Wallace\WallMi00,2012,26,3-84,PIT,NFL,15,14,130.3,194.3,8.69,12.95,0,0,0,0,0,5,7,0,64,836,8,2
779,Wes Welker\WelkWe00,2008,27,,NWE,NFL,16,14,139.1,250.1,8.69,15.63,0,0,0,0,0,3,26,0,111,1165,3,1
780,Dez Bryant\BryaDe01,2010,22,1-24,DAL,NFL,12,2,104.1,149.1,8.68,12.43,0,0,0,0,0,1,0,0,45,561,6,2
781,T.Y. Hilton\HiltT.00,2013,24,3-92,IND,NFL,16,10,138.9,220.9,8.68,13.81,0,0,0,0,0,2,6,0,82,1083,5,1
782,Alshon Jeffery\JeffAl00,2017,27,2-45,PHI,NFL,16,16,138.9,195.9,8.68,12.24,0,0,0,0,0,0,0,0,57,789,9,0
783,Torrey Smith\SmitTo02,2013,24,2-58,BAL,NFL,16,16,138.8,203.8,8.68,12.74,0,0,0,0,0,0,0,0,65,1128,4,1
784,Derrick Mason\MasoDe00,2007,33,4-98,BAL,NFL,16,16,138.7,241.7,8.67,15.11,0,0,0,0,0,0,0,0,103,1087,5,1
785,Stanley Morgan\MorgSt00,1980,25,1-25,NWE,NFL,16,16,138.7,183.7,8.67,11.48,0,0,0,0,0,4,36,0,45,991,6,0
786,Ted Wilson\WilsTe20,1987,23,10-274,WAS,NFL,3,2,26.0,31.0,8.67,10.33,0,0,0,0,0,2,28,1,5,112,1,0
787,Mark Duper\DupeMa00,1991,32,2-52,MIA,NFL,16,16,138.5,208.5,8.66,13.03,0,0,0,0,0,0,0,0,70,1085,5,0
788,Steve Johnson\JohnSt00,2012,26,7-224,BUF,NFL,16,16,138.6,217.6,8.66,13.60,0,0,0,0,0,0,0,0,79,1046,6,1
789,Lynn Swann*\SwanLy00,1980,28,1-21,PIT,NFL,13,11,112.6,156.6,8.66,12.05,0,0,0,0,0,1,-4,0,44,710,7,0
790,Jimmy Smith\SmitJi00,2005,36,2-36,JAX,NFL,16,16,138.3,208.3,8.64,13.02,0,0,0,0,0,0,0,0,70,1023,6,0
791,Reggie Brown\BrowRe01,2006,25,2-35,PHI,NFL,16,15,138.0,184.0,8.63,11.50,0,0,0,0,0,3,24,1,46,816,8,0
792,Brandin Cooks\CookBr00,2014,21,1-20,NOR,NFL,10,7,86.3,139.3,8.63,13.93,0,0,0,0,0,7,73,1,53,550,3,1
793,Ronald Curry\CurrRo01,2004,25,7-235,OAK,NFL,12,3,103.6,153.6,8.63,12.80,0,1,0,0,0,1,-3,0,50,679,6,1
794,Tim Smith\SmitTi01,1984,27,3-79,HOU,NFL,16,14,138.1,207.1,8.63,12.94,0,0,0,0,0,0,0,0,69,1141,4,0
795,Darrell Jackson\JackDa00,2002,24,3-80,SEA,NFL,13,13,112.0,174.0,8.62,13.38,0,0,0,0,0,3,3,0,62,877,4,3
796,Brian Blades\BladBr00,1994,29,2-49,SEA,NFL,16,16,137.8,218.8,8.61,13.68,0,0,0,0,0,2,32,0,81,1086,4,1
797,Dwight Clark\ClarDw00,1981,24,10-249,SFO,NFL,16,16,137.7,222.7,8.61,13.92,0,1,0,0,0,3,32,0,85,1105,4,0
798,Devery Henderson\HendDe00,2006,24,2-50,NOR,NFL,13,7,111.9,143.9,8.61,11.07,0,0,0,0,0,2,14,1,32,745,5,0
799,Marvin Jones\JoneMa02,2013,23,5-166,CIN,NFL,16,3,137.7,188.7,8.61,11.79,0,0,0,0,0,8,65,0,51,712,10,0
800,James Lofton*\LoftJa00,1985,29,1-6,GNB,NFL,16,16,137.7,206.7,8.61,12.92,0,0,0,0,0,4,14,0,69,1153,4,3
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
801,Vincent Brisby\BrisVi00,1994,23,2-56,NWE,NFL,14,11,120.4,178.4,8.60,12.74,0,0,0,0,0,0,0,0,58,904,5,1
802,Bob Chandler\ChanBo00,1980,31,7-160,OAK,NFL,16,16,137.6,186.6,8.60,11.66,0,0,0,0,0,0,0,0,49,786,10,1
803,Terance Mathis\MathTe00,1999,32,6-140,ATL,NFL,16,16,137.6,218.6,8.60,13.66,0,0,0,0,0,1,0,0,81,1016,6,0
804,Jerricho Cotchery\CotcJe00,2007,25,4-108,NYJ,NFL,15,15,128.8,210.8,8.59,14.05,0,0,0,0,0,5,38,0,82,1130,2,1
805,Mike Sims-Walker\WalkMi01,2009,25,3-79,JAX,NFL,15,14,128.9,191.9,8.59,12.79,0,0,0,0,0,0,0,0,63,869,7,2
806,John Stallworth*\StalJo00,1981,29,4-82,PIT,NFL,16,16,137.5,200.5,8.59,12.53,0,0,0,0,0,1,17,0,63,1098,5,4
807,Ray Butler\ButlRa00,1981,25,4-88,BAL,NFL,16,16,137.2,183.2,8.58,11.45,0,0,0,0,0,0,0,0,46,832,9,0
808,Riley Cooper\CoopRi00,2013,26,5-159,PHI,NFL,16,15,137.3,184.3,8.58,11.52,0,0,0,0,0,0,18,0,47,835,8,0
809,Jarvis Landry\LandJa00,2016,24,2-63,MIA,NFL,16,16,137.3,231.3,8.58,14.46,0,1,0,0,0,5,17,0,94,1136,4,2
810,Mike Williams\WillMi07,2018,24,1-7,LAC,NFL,16,5,137.2,180.2,8.58,11.26,0,0,0,0,0,7,28,1,43,664,10,0
811,Jeff Chadwick\ChadJe00,1986,26,,DET,NFL,15,15,128.5,181.5,8.57,12.10,0,0,0,0,0,0,0,0,53,995,5,1
812,John Stallworth*\StalJo00,1980,28,4-82,PIT,NFL,3,2,25.7,34.7,8.57,11.57,0,0,0,0,0,0,0,0,9,197,1,0
813,Eric Truvillion\TruvEr20,1987,28,,DET,NFL,3,3,25.7,37.7,8.57,12.57,0,0,0,0,0,0,0,0,12,207,1,1
814,Robby Anderson\AndeRo04,2017,24,,NYJ,NFL,16,15,137.0,200.0,8.56,12.50,0,0,0,0,0,3,9,0,63,941,7,0
815,Kenny Britt\BritKe00,2016,28,1-30,LAR,NFL,15,15,128.2,196.2,8.55,13.08,0,0,0,0,0,0,0,0,68,1002,5,2
816,Plaxico Burress\BurrPl00,2001,24,1-8,PIT,NFL,16,16,136.8,202.8,8.55,12.68,0,0,0,0,0,0,0,0,66,1008,6,1
817,Larry Fitzgerald\FitzLa00,2016,33,1-3,ARI,NFL,16,16,136.8,243.8,8.55,15.24,0,1,0,0,0,2,5,0,107,1023,6,2
818,Irving Fryar\FryaIr00,1986,24,1-1,NWE,NFL,14,13,119.7,162.7,8.55,11.62,0,0,0,0,0,4,80,0,43,737,6,4
819,Brandon Marshall\MarsBr00,2010,26,4-119,MIA,NFL,14,14,119.7,205.7,8.55,14.69,0,1,0,0,0,2,3,0,86,1014,3,2
820,Herman Moore\MoorHe00,1998,29,1-10,DET,NFL,15,15,128.3,210.3,8.55,14.02,0,0,0,0,0,0,0,0,82,983,5,0
821,Anquan Boldin\BoldAn00,2014,34,2-54,SFO,NFL,16,16,136.6,219.6,8.54,13.73,0,1,0,0,0,1,4,0,83,1062,5,0
822,Earnest Gray\GrayEa00,1980,23,2-36,NYG,NFL,16,16,136.7,188.7,8.54,11.79,0,0,0,0,0,0,0,0,52,777,10,1
823,Willie Jackson\JackWi00,2001,30,4-109,NOR,NFL,16,16,136.6,217.6,8.54,13.60,0,0,0,0,0,0,0,0,81,1046,5,0
824,Brandon LaFell\LaFeBr00,2014,28,3-78,NWE,NFL,16,13,136.6,210.6,8.54,13.16,0,0,0,0,0,2,13,0,74,953,7,1
825,Donte' Stallworth\StalDo00,2005,25,1-13,NOR,NFL,16,13,136.7,206.7,8.54,12.92,0,0,0,0,0,2,2,0,70,945,7,1
826,Donte' Stallworth\StalDo00,2006,26,1-13,PHI,NFL,12,11,102.5,140.5,8.54,11.71,0,0,0,0,0,0,0,0,38,725,5,0
827,Terrelle Pryor\PryoTe00,2016,27,3-1,CLE,NFL,16,15,136.4,213.4,8.53,13.34,5,9,41,0,0,8,21,1,77,1007,4,1
828,J.T. Smith\SmitJT00,1986,31,,STL,NFL,16,16,136.4,216.4,8.53,13.53,0,0,0,0,0,0,0,0,80,1014,6,1
829,Will Fuller\FullWi01,2017,23,1-21,HOU,NFL,10,10,85.2,113.2,8.52,11.32,0,0,0,0,0,2,9,0,28,423,7,0
830,Stanley Morgan\MorgSt00,1982,27,1-25,NWE,NFL,9,9,76.7,104.7,8.52,11.63,0,0,0,0,0,2,3,0,28,584,3,0
831,Stanley Morgan\MorgSt00,1987,32,1-25,NWE,NFL,10,9,85.2,125.2,8.52,12.52,0,0,0,0,0,0,0,0,40,672,3,0
832,Leslie Shepherd\ShepLe00,1998,29,,WAS,NFL,16,16,136.3,179.3,8.52,11.21,0,0,0,0,0,6,91,1,43,712,8,0
833,Demaryius Thomas\ThomDe03,2016,29,1-22,DEN,NFL,16,16,136.3,226.3,8.52,14.14,0,0,0,0,0,0,0,0,90,1083,5,2
834,Wes Welker\WelkWe00,2010,29,,NWE,NFL,15,11,127.8,213.8,8.52,14.25,0,0,0,0,0,0,0,0,86,848,7,1
835,Terry Glenn\GlenTe00,2000,26,1-7,NWE,NFL,16,16,136.2,215.2,8.51,13.45,0,0,0,0,0,4,39,0,79,963,6,0
836,Jarvis Landry\LandJa00,2018,26,2-63,CLE,NFL,16,14,136.1,217.1,8.51,13.57,1,2,63,0,0,3,60,1,81,976,4,1
837,Steve Largent*\LargSt00,1982,28,4-117,SEA,NFL,8,8,68.1,102.1,8.51,12.76,0,0,0,0,0,1,8,0,34,493,3,0
838,Eric Moulds\MoulEr00,2004,31,1-24,BUF,NFL,16,16,136.2,224.2,8.51,14.01,0,0,0,0,0,5,19,0,88,1043,5,1
839,Amani Toomer\ToomAm00,2001,27,2-34,NYG,NFL,16,14,136.2,208.2,8.51,13.01,0,0,0,0,0,3,8,0,72,1054,5,2
840,Amani Toomer\ToomAm00,2003,29,2-34,NYG,NFL,16,16,136.2,199.2,8.51,12.45,0,0,0,0,0,1,5,0,63,1057,5,0
841,Herman Moore\MoorHe00,1993,24,1-10,DET,NFL,15,15,127.5,188.5,8.50,12.57,0,0,0,0,0,0,0,0,61,935,6,2
842,Nate Burleson\BurlNa00,2007,26,3-71,SEA,NFL,16,12,135.8,185.8,8.49,11.61,0,0,0,0,0,2,4,0,50,694,9,3
843,Harold Carmichael\CarmHa00,1981,32,7-161,PHI,NFL,16,16,135.9,196.9,8.49,12.31,0,0,0,0,0,1,1,0,61,1028,6,3
844,Keyshawn Johnson\JohnKe00,2000,28,1-1,TAM,NFL,16,16,135.9,206.9,8.49,12.93,0,0,0,0,0,2,5,0,71,874,8,2
845,Keenan McCardell\McCaKe00,1998,28,12-326,JAX,NFL,15,15,127.2,191.2,8.48,12.75,0,0,0,0,0,0,0,0,64,892,6,0
846,Cliff Branch\BranCl00,1983,35,4-98,RAI,NFL,12,12,101.6,140.6,8.47,11.72,0,0,0,0,0,1,20,0,39,696,5,0
847,Reggie Wayne\WaynRe00,2005,27,1-30,IND,NFL,16,16,135.5,218.5,8.47,13.66,0,0,0,0,0,0,0,0,83,1055,5,1
848,Wesley Walker\WalkWe00,1985,30,2-33,NYJ,NFL,12,10,101.5,135.5,8.46,11.29,0,0,0,0,0,0,0,0,34,725,5,1
849,Jordan Matthews\MattJo00,2014,22,2-42,PHI,NFL,16,10,135.2,202.2,8.45,12.64,0,0,0,0,0,0,0,0,67,872,8,0
850,Flipper Anderson\AndeFl00,1990,25,2-46,RAM,NFL,16,11,135.0,186.0,8.44,11.63,0,0,0,0,0,1,13,0,51,1097,4,0
851,Bill Schroeder\SchrBi00,1999,28,6-181,GNB,NFL,16,16,135.1,209.1,8.44,13.07,0,0,0,0,0,0,0,0,74,1051,5,3
852,Braylon Edwards\EdwaBr00,2010,27,1-3,NYJ,NFL,16,15,134.8,187.8,8.43,11.74,0,0,0,0,0,1,4,0,53,904,7,1
853,Justin Gage\GageJu00,2008,27,5-143,TEN,NFL,12,11,101.1,135.1,8.43,11.26,0,0,0,0,0,0,0,0,34,651,6,0
854,Carl Pickens\PickCa00,1998,28,2-31,CIN,NFL,16,16,134.7,216.7,8.42,13.54,0,0,0,0,0,2,4,0,82,1023,5,2
855,Freddie Scott\ScotFr01,1981,29,7-174,DET,NFL,16,15,134.7,187.7,8.42,11.73,0,1,0,0,0,7,25,0,53,1022,5,0
856,Harold Carmichael\CarmHa00,1980,31,7-161,PHI,NFL,16,16,134.5,182.5,8.41,11.41,0,0,0,0,0,0,0,0,48,815,9,1
857,Jerricho Cotchery\CotcJe00,2006,24,4-108,NYJ,NFL,16,16,134.6,216.6,8.41,13.54,0,0,0,0,0,5,25,0,82,961,6,0
858,Eric Decker\DeckEr00,2014,27,3-87,NYJ,NFL,15,15,126.2,200.2,8.41,13.35,0,0,0,0,0,0,0,0,74,962,5,0
859,Stefon Diggs\DiggSt00,2016,23,5-146,MIN,NFL,13,11,109.3,193.3,8.41,14.87,0,0,0,0,0,3,10,0,84,903,3,0
860,Az-Zahir Hakim\HakiAz00,1999,22,4-96,STL,NFL,15,0,126.1,162.1,8.41,10.81,0,0,0,0,0,4,44,0,36,677,8,6
861,Anthony Miller\MillAn00,1990,25,1-15,SDG,NFL,16,16,134.6,197.6,8.41,12.35,0,0,0,0,0,3,13,0,63,933,7,2
862,Chris Hogan\HogaCh00,2017,29,,NWE,NFL,9,7,75.6,109.6,8.40,12.18,0,0,0,0,0,3,17,0,34,439,5,0
863,Robert Meachem\MeacRo00,2009,25,1-27,NOR,NFL,16,7,134.4,179.4,8.40,11.21,0,0,0,0,0,6,82,0,45,722,9,2
864,Chris Sanders\SandCh00,1995,23,3-67,HOU,NFL,16,11,134.4,169.4,8.40,10.59,0,0,0,0,0,2,-19,0,35,823,9,0
865,Rod Smith\SmitRo01,1999,29,,DEN,NFL,15,15,126.0,205.0,8.40,13.67,0,1,0,0,0,0,0,0,79,1020,4,1
866,Torrey Smith\SmitTo02,2012,23,2-58,BAL,NFL,16,16,134.4,183.4,8.40,11.46,0,0,0,0,0,3,9,0,49,855,8,0
867,Charlie Joiner*\JoinCh00,1980,33,4-93,SDG,NFL,16,16,134.2,205.2,8.39,12.83,0,0,0,0,0,0,0,0,71,1132,4,3
868,Charlie Joiner*\JoinCh00,1985,38,4-93,SDG,NFL,16,14,134.2,193.2,8.39,12.08,0,0,0,0,0,0,0,0,59,932,7,1
869,Kelvin Benjamin\BenjKe00,2016,25,1-28,CAR,NFL,16,13,134.1,197.1,8.38,12.32,0,0,0,0,0,0,0,0,63,941,7,1
870,Wes Chandler\ChanWe00,1980,24,1-3,NOR,NFL,16,16,134.1,199.1,8.38,12.45,1,1,43,0,0,1,9,0,65,975,6,2
871,Laveranues Coles\ColeLa00,2007,30,3-78,NYJ,NFL,12,10,100.6,155.6,8.38,12.97,0,0,0,0,0,0,0,0,55,646,6,0
872,Michael Floyd\FloyMi00,2013,24,1-13,ARI,NFL,16,16,134.1,199.1,8.38,12.44,0,0,0,0,0,0,0,0,65,1041,5,0
873,Jeremy Maclin\MaclJe00,2012,24,1-19,PHI,NFL,15,15,125.7,194.7,8.38,12.98,0,0,0,0,0,0,0,0,69,857,7,1
874,Henry Marshall\MarsHe00,1982,28,3-79,KAN,NFL,9,9,75.4,115.4,8.38,12.82,0,1,0,0,0,3,25,0,40,549,3,0
875,Bert Emanuel\EmanBe00,1995,25,2-45,ATL,NFL,16,16,133.9,207.9,8.37,12.99,0,0,0,0,0,1,0,0,74,1039,5,2
876,Dwight Clark\ClarDw00,1983,26,10-249,SFO,NFL,16,13,133.8,203.8,8.36,12.74,0,1,0,0,0,3,18,0,70,840,8,0
877,Willie Gault\GaulWi00,1983,23,1-18,CHI,NFL,16,13,133.7,173.7,8.36,10.86,0,0,0,0,0,4,31,0,40,836,8,1
878,Brian Blades\BladBr00,1989,24,2-49,SEA,NFL,16,14,133.6,210.6,8.35,13.16,0,0,0,0,0,1,3,0,77,1063,5,3
879,Emmanuel Sanders\SandEm00,2016,29,3-82,DEN,NFL,16,16,133.6,212.6,8.35,13.29,0,0,0,0,0,1,4,0,79,1032,5,1
880,Rod Smith\SmitRo01,2002,32,,DEN,NFL,16,16,133.6,222.6,8.35,13.91,0,1,0,0,0,6,9,0,89,1027,5,1
881,Pierre Garcon\GarcPi00,2011,25,6-205,IND,NFL,16,16,133.5,203.5,8.34,12.72,0,0,0,0,0,4,28,0,70,947,6,2
882,Keyshawn Johnson\JohnKe00,2004,32,1-1,DAL,NFL,16,16,133.4,203.4,8.34,12.71,0,2,0,0,1,2,13,0,70,981,6,1
883,Brett Perriman\PerrBr00,1996,31,2-52,DET,NFL,16,16,133.4,227.4,8.34,14.21,0,0,0,0,0,1,13,0,94,1021,5,0
884,Ricky Proehl\ProeRi00,1993,25,3-58,PHO,NFL,16,16,133.4,198.4,8.34,12.40,0,0,0,0,0,8,47,0,65,877,7,1
885,Travis Taylor\TaylTr01,2002,24,1-10,BAL,NFL,16,15,133.4,194.4,8.34,12.15,0,0,0,0,0,11,105,0,61,869,6,0
886,Marty Booker\BookMa00,2006,30,3-78,MIA,NFL,14,13,116.6,171.6,8.33,12.26,0,0,0,0,0,3,19,0,55,747,6,0
887,Harold Carmichael\CarmHa00,1982,33,7-161,PHI,NFL,9,8,75.0,110.0,8.33,12.22,0,0,0,0,0,0,0,0,35,540,4,3
888,Marvin Harrison*\HarrMa00,1996,24,1-19,IND,NFL,16,15,133.1,197.1,8.32,12.32,0,0,0,0,0,3,15,0,64,836,8,1
889,Eric Martin\MartEr00,1992,31,7-179,NOR,NFL,16,11,133.1,201.1,8.32,12.57,0,0,0,0,0,0,0,0,68,1041,5,1
890,Tony Martin\MartTo00,1999,34,5-126,MIA,NFL,16,13,133.1,200.1,8.32,12.51,0,0,0,0,0,1,-6,0,67,1037,5,0
891,Antonio Brown\BrowAn04,2011,23,6-195,PIT,NFL,16,3,132.9,201.9,8.31,12.62,0,0,0,0,0,7,41,0,69,1108,2,0
892,Willie Davis\DaviWi00,1993,26,,KAN,NFL,16,15,132.9,184.9,8.31,11.56,0,0,0,0,0,0,0,0,52,909,7,0
893,Drew Hill\HillDr00,1991,35,12-328,HOU,NFL,16,16,133.0,223.0,8.31,13.94,0,0,0,0,0,1,1,0,90,1109,4,2
894,Jermaine Lewis\LewiJe00,1997,23,5-153,BAL,NFL,14,7,116.3,158.3,8.31,11.31,0,0,0,0,0,3,35,0,42,648,6,3
895,Keenan McCardell\McCaKe00,1996,26,12-326,JAX,NFL,16,15,132.9,217.9,8.31,13.62,0,0,0,0,0,0,0,0,85,1129,3,1
896,James McKnight\McKnJa00,1997,25,,SEA,NFL,12,6,99.7,133.7,8.31,11.14,0,0,0,0,0,0,0,0,34,637,6,1
897,Webster Slaughter\SlauWe00,1993,29,2-43,HOU,NFL,14,14,116.4,193.4,8.31,13.81,0,0,0,0,0,0,0,0,77,904,5,4
898,Hines Ward\WardHi00,2004,28,3-92,PIT,NFL,16,16,132.9,212.9,8.31,13.31,0,0,0,0,0,7,25,1,80,1004,4,1
899,Sammy Watkins\WatkSa00,2014,21,1-4,BUF,NFL,16,16,133.0,198.0,8.31,12.38,0,0,0,0,0,2,8,0,65,982,6,1
900,Chris Calloway\CallCh00,1997,29,4-97,NYG,NFL,16,16,132.8,190.8,8.30,11.93,0,0,0,0,0,1,-1,0,58,849,8,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
901,Germane Crowell\CrowGe00,2001,25,2-50,DET,NFL,5,4,41.5,63.5,8.30,12.70,0,0,0,0,0,1,6,0,22,289,2,1
902,Michael Haynes\HaynMi00,1994,29,7-166,NOR,NFL,16,16,132.8,209.8,8.30,13.11,0,0,0,0,0,4,43,0,77,985,5,1
903,DeSean Jackson\JackDe00,2016,30,2-49,WAS,NFL,15,15,124.5,180.5,8.30,12.03,0,0,0,0,0,0,0,0,56,1005,4,0
904,Chris Burkett\BurkCh00,1987,25,2-42,BUF,NFL,12,12,99.5,155.5,8.29,12.96,0,0,0,0,0,0,0,0,56,765,4,1
905,Marques Colston\ColsMa00,2013,30,7-252,NOR,NFL,15,11,124.3,199.3,8.29,13.29,0,0,0,0,0,0,0,0,75,943,5,0
906,Roy Green\GreeRo01,1987,30,4-89,STL,NFL,12,12,99.5,142.5,8.29,11.88,0,0,0,0,0,2,34,0,43,731,4,1
907,Lionel James\JameLi00,1987,25,5-118,SDG,NFL,12,11,99.5,140.5,8.29,11.71,0,0,0,0,0,27,102,2,41,593,3,6
908,Hines Ward\WardHi00,2001,25,3-92,PIT,NFL,16,16,132.6,226.6,8.29,14.16,0,1,0,0,0,10,83,0,94,1003,4,1
909,Anthony Carter\CartAn00,1989,29,12-334,MIN,NFL,16,16,132.4,197.4,8.28,12.34,0,0,0,0,0,3,18,0,65,1066,4,0
910,DeSean Jackson\JackDe00,2011,25,2-49,PHI,NFL,15,15,124.2,182.2,8.28,12.15,0,0,0,0,0,7,41,0,58,961,4,1
911,O.J. McDuffie\McDuO.00,1995,26,1-25,MIA,NFL,16,16,132.5,194.5,8.28,12.16,0,0,0,0,0,3,6,0,62,819,8,4
912,Frank Sanders\SandFr00,1998,25,2-47,ARI,NFL,16,16,132.5,221.5,8.28,13.84,0,0,0,0,0,4,0,0,89,1145,3,3
913,Donte' Stallworth\StalDo00,2002,22,1-13,NOR,NFL,13,7,107.6,149.6,8.28,11.51,0,0,0,0,0,2,2,0,42,594,8,0
914,Golden Tate\TateGo00,2017,29,2-60,DET,NFL,16,12,132.5,224.5,8.28,14.03,0,0,0,0,0,5,22,0,92,1003,5,1
915,Calvin Williams\WillCa00,1993,26,5-133,PHI,NFL,16,14,132.5,192.5,8.28,12.03,0,0,0,0,0,0,0,0,60,725,10,0
916,Julian Edelman\EdelJu00,2016,30,7-232,NWE,NFL,16,13,132.3,230.3,8.27,14.39,0,0,0,0,0,12,57,0,98,1106,3,3
917,Hakeem Nicks\NickHa01,2009,21,1-29,NYG,NFL,14,6,115.8,162.8,8.27,11.63,0,0,0,0,0,2,8,0,47,790,6,2
918,Muhsin Muhammad\MuhaMu00,1998,25,2-43,CAR,NFL,16,16,132.1,200.1,8.26,12.51,0,0,0,0,0,0,0,0,68,941,6,2
919,Golden Tate\TateGo00,2016,28,2-60,DET,NFL,16,16,132.1,223.1,8.26,13.94,0,0,0,0,0,10,4,0,91,1077,4,2
920,Devin Funchess\FuncDe00,2017,23,2-41,CAR,NFL,16,16,132.0,195.0,8.25,12.19,0,0,0,0,0,0,0,0,63,840,8,0
921,Michael Jackson\JackMi00,1993,24,6-141,CLE,NFL,15,11,123.7,164.7,8.25,10.98,1,1,25,0,0,1,1,0,41,756,8,1
922,Ricardo Lockette\LockRi00,2011,25,,SEA,NFL,2,0,16.5,18.5,8.25,9.25,0,0,0,0,0,0,0,0,2,105,1,0
923,Reggie Williams\WillRe00,2007,24,1-9,JAX,NFL,15,6,123.7,161.7,8.25,10.78,0,0,0,0,0,1,8,0,38,629,10,3
924,Fred Barnett\BarnFr00,1996,30,3-77,MIA,NFL,9,7,74.2,110.2,8.24,12.24,0,0,0,0,0,0,0,0,36,562,3,1
925,Drew Hill\HillDr00,1990,34,12-328,HOU,NFL,16,16,131.9,205.9,8.24,12.87,0,0,0,0,0,0,0,0,74,1019,5,0
926,Rishard Matthews\MattRi00,2015,26,7-227,MIA,NFL,11,11,90.6,133.6,8.24,12.15,0,0,0,0,0,1,4,0,43,662,4,0
927,Carl Pickens\PickCa00,1997,27,2-31,CIN,NFL,12,12,98.9,150.9,8.24,12.58,0,0,0,0,0,1,-6,0,52,695,5,1
928,Jerry Butler\ButlJe00,1982,25,1-5,BUF,NFL,7,7,57.6,83.6,8.23,11.94,0,0,0,0,0,0,0,0,26,336,4,0
929,Donald Driver\DrivDo00,2008,33,7-213,GNB,NFL,16,16,131.6,205.6,8.23,12.85,0,0,0,0,0,2,4,0,74,1012,5,0
930,Art Monk*\MonkAr00,1986,29,1-18,WAS,NFL,16,16,131.5,204.5,8.22,12.78,0,0,0,0,0,4,27,0,73,1068,4,2
931,Daryl Turner\TurnDa00,1984,23,2-49,SEA,NFL,16,8,131.5,166.5,8.22,10.41,0,0,0,0,0,0,0,0,35,715,10,0
932,Derrick Alexander\AlexDe00,1998,27,1-29,KAN,NFL,15,14,123.2,177.2,8.21,11.81,0,0,0,0,0,0,0,0,54,992,4,0
933,Wayne Chrebet\ChreWa00,2002,29,,NYJ,NFL,15,15,123.1,174.1,8.21,11.61,0,1,0,0,0,0,0,0,51,691,9,2
934,Cris Collinsworth\CollCr00,1982,23,2-37,CIN,NFL,9,9,73.9,122.9,8.21,13.66,0,0,0,0,0,1,-11,0,49,700,1,1
935,Pierre Garcon\GarcPi00,2010,24,6-205,IND,NFL,14,14,115.0,182.0,8.21,13.00,0,0,0,0,0,2,6,0,67,784,6,0
936,Kevin Dyson\DysoKe00,2000,25,1-16,TEN,NFL,2,2,16.4,22.4,8.20,11.20,0,0,0,0,0,0,0,0,6,104,1,0
937,John Taylor\TaylJo00,1990,28,3-76,SFO,NFL,14,14,114.8,163.8,8.20,11.70,0,0,0,0,0,0,0,0,49,748,7,2
