,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
3350,Frisman Jackson\JackFr01,2005,26,,CLE,NFL,12,0,34.7,58.7,2.89,4.89,0,0,0,0,0,0,0,0,24,287,1,0
3351,Jim Jensen\JensJi00,1990,32,11-291,MIA,NFL,15,2,43.3,87.3,2.89,5.82,1,1,31,0,0,4,6,0,44,365,1,1
3352,Marqise Lee\LeexMa00,2015,24,2-39,JAX,NFL,10,1,28.9,43.9,2.89,4.39,0,0,0,0,0,5,38,0,15,191,1,0
3353,Karl Williams\WillKa00,2001,30,,TAM,NFL,15,3,43.4,67.4,2.89,4.49,0,0,0,0,0,0,0,0,24,314,1,3
3354,Armon Binns\BinnAr00,2012,23,,2TM,NFL,11,5,31.7,55.7,2.88,5.06,0,0,0,0,0,0,0,0,24,277,1,1
3355,Brandon Coleman\ColeBr00,2016,24,,NOR,NFL,16,4,46.1,72.1,2.88,4.51,0,0,0,0,0,0,0,0,26,281,3,0
3356,Albert Connell\ConnAl00,2001,27,4-115,NOR,NFL,11,1,31.7,43.7,2.88,3.97,0,0,0,0,0,1,6,0,12,191,2,0
3357,James Lofton*\LoftJa00,1989,33,1-6,BUF,NFL,12,2,34.6,42.6,2.88,3.55,0,0,0,0,0,0,0,0,8,166,3,0
3358,Jeff Query\QuerJe00,1989,22,5-124,GNB,NFL,16,0,46.0,69.0,2.88,4.31,0,0,0,0,0,0,0,0,23,350,2,1
3359,Mikhael Ricks\RickMi00,1999,25,2-59,SDG,NFL,16,15,46.0,86.0,2.88,5.38,0,1,0,0,0,2,11,0,40,429,0,0
3360,Weegie Thompson\ThomWe00,1984,23,4-108,PIT,NFL,16,7,46.1,63.1,2.88,3.94,0,0,0,0,0,0,0,0,17,291,3,1
3361,Chris Givens\GiveCh00,2015,26,4-96,2TM,NFL,15,6,43.1,63.1,2.87,4.21,0,0,0,0,0,4,18,0,20,353,1,0
3362,Ike Hilliard\HillIk00,2006,30,1-7,TAM,NFL,16,0,45.9,79.9,2.87,4.99,0,0,0,0,0,0,0,0,34,339,2,3
3363,Quinton Patton\PattQu00,2015,25,4-128,SFO,NFL,16,4,45.9,75.9,2.87,4.74,0,0,0,0,0,1,5,0,30,394,1,0
3364,Aldrick Robinson\RobiAl00,2012,24,6-178,WAS,NFL,15,2,43.1,54.1,2.87,3.61,0,0,0,0,0,1,14,0,11,237,3,0
3365,Jesus Wilson\WilsJe00,2017,22,,TAM,NFL,3,1,8.6,9.6,2.87,3.20,0,0,0,0,0,3,8,0,1,18,1,0
3366,Cliff Branch\BranCl00,1984,36,4-98,RAI,NFL,14,14,40.1,67.1,2.86,4.79,0,0,0,0,0,0,0,0,27,401,0,0
3367,Wayne Chrebet\ChreWa00,2004,31,,NYJ,NFL,16,1,45.7,76.7,2.86,4.79,0,0,0,0,0,0,0,0,31,397,1,0
3368,Charles Rogers\RogeCh01,2005,24,1-2,DET,NFL,9,3,25.7,39.7,2.86,4.41,0,0,0,0,0,0,0,0,14,197,1,0
3369,Jonathan Baldwin\BaldJo00,2011,22,1-26,KAN,NFL,11,3,31.4,52.4,2.85,4.76,0,0,0,0,0,0,0,0,21,254,1,0
3370,Gregg Garrity\GarrGr00,1987,27,5-140,PHI,NFL,12,0,34.2,46.2,2.85,3.85,0,0,0,0,0,0,0,0,12,242,2,2
3371,Jammi German\GermJa00,1999,25,3-74,ATL,NFL,14,0,39.9,51.9,2.85,3.71,0,0,0,0,0,0,0,0,12,219,3,0
3372,Andre Roberts\RobeAn00,2010,22,3-88,ARI,NFL,15,2,42.7,66.7,2.85,4.45,0,0,0,0,0,0,0,0,24,307,2,2
3373,Josh Cribbs\CribJo01,2010,27,,CLE,NFL,15,5,42.6,65.6,2.84,4.37,2,3,19,0,0,20,66,0,23,292,1,7
3374,Floyd Dixon\DixoFl00,1989,25,6-154,ATL,NFL,16,5,45.4,70.4,2.84,4.40,0,0,0,0,0,2,-23,0,25,357,2,0
3375,Leonard Harris\HarrLe00,1989,29,,HOU,NFL,11,0,31.2,44.2,2.84,4.02,0,0,0,0,0,0,0,0,13,202,2,1
3376,Billy Johnson\JohnBi01,1980,28,15-365,HOU,NFL,16,6,45.4,76.4,2.84,4.78,0,0,0,0,0,2,1,0,31,343,2,1
3377,Ed McCaffrey\McCaEd00,1993,25,3-83,NYG,NFL,16,1,45.5,72.5,2.84,4.53,0,0,0,0,0,0,0,0,27,335,2,0
3378,Maurice Stovall\StovMa00,2009,24,3-90,TAM,NFL,15,7,42.6,66.6,2.84,4.44,0,0,0,0,0,0,0,0,24,366,1,0
3379,Stephen Baker\BakeSt00,1992,28,3-83,NYG,NFL,16,11,45.3,62.3,2.83,3.89,0,0,0,0,0,0,0,0,17,333,2,0
3380,Chris Henry\HenrCh00,2008,25,3-83,CIN,NFL,12,1,34.0,53.0,2.83,4.42,0,0,0,0,0,0,0,0,19,220,2,0
3381,Gordon Jones\JoneGo00,1982,25,2-34,TAM,NFL,9,7,25.5,39.5,2.83,4.39,0,0,0,0,0,0,0,0,14,205,1,1
3382,Dane Sanzenbacher\SanzDa00,2011,23,,CHI,NFL,16,1,45.2,72.2,2.83,4.51,0,0,0,0,0,1,-4,0,27,276,3,0
3383,Tajae Sharpe\SharTa00,2018,24,5-140,TEN,NFL,16,13,45.2,71.2,2.83,4.45,0,0,0,0,0,1,16,0,26,316,2,0
3384,Mohamed Massaquoi\MassMo00,2012,26,2-50,CLE,NFL,9,5,25.4,42.4,2.82,4.71,0,0,0,0,0,0,0,0,17,254,0,0
3385,Keith McKeller\McKeKe01,1989,25,9-227,BUF,NFL,16,7,45.1,65.1,2.82,4.07,0,0,0,0,0,0,0,0,20,341,2,1
3386,Tamarick Vanover\VanoTa00,1996,22,3-81,KAN,NFL,13,6,36.7,57.7,2.82,4.44,0,0,0,0,0,4,6,0,21,241,1,1
3387,Cedrick Wilson\WilsCe00,2005,27,6-169,PIT,NFL,16,1,45.1,71.1,2.82,4.44,0,0,0,0,0,1,0,0,26,451,0,1
3388,Mike Wilson\WilsMi00,1983,25,9-246,SFO,NFL,15,3,42.3,72.3,2.82,4.82,0,0,0,0,0,0,0,0,30,433,0,1
3389,Jarius Wright\WrigJa02,2015,26,4-118,MIN,NFL,16,3,45.1,79.1,2.82,4.94,0,0,0,0,0,1,29,0,34,442,0,1
3390,LaVon Brazill\BrazLa00,2013,24,6-206,IND,NFL,10,0,28.1,40.1,2.81,4.01,0,0,0,0,0,0,0,0,12,161,2,1
3391,Keenan Burton\BurtKe00,2009,25,4-128,STL,NFL,9,6,25.3,50.3,2.81,5.59,0,0,0,0,0,0,0,0,25,253,0,0
3392,Ryan Grant\GranRy01,2018,28,5-142,IND,NFL,14,10,39.4,74.4,2.81,5.31,0,0,0,0,0,0,0,0,35,334,1,0
3393,Charles Johnson\JohnCh00,1995,23,1-17,PIT,NFL,15,10,42.2,80.2,2.81,5.35,0,0,0,0,0,1,-10,0,38,432,0,0
3394,Trumaine Johnson\JohnTr02,1986,26,6-141,SDG,NFL,16,4,44.9,74.9,2.81,4.68,0,0,0,0,0,0,0,0,30,399,1,1
3395,Courtney Roby\RobyCo00,2005,22,3-68,TEN,NFL,13,6,36.5,57.5,2.81,4.42,0,0,0,0,0,2,16,0,21,289,1,1
3396,Willie Gillespie\GillWi20,1987,26,,MIN,NFL,1,1,2.8,4.8,2.80,4.80,0,0,0,0,0,0,0,0,2,28,0,0
3397,Roy Green\GreeRo01,1991,34,4-89,PHI,NFL,13,3,36.4,65.4,2.80,5.03,0,0,0,0,0,0,0,0,29,364,0,0
3398,Marvin Jones\JoneMa02,2012,22,5-166,CIN,NFL,11,5,30.8,48.8,2.80,4.44,0,0,0,0,0,3,47,0,18,201,1,0
3399,Samie Parker\ParkSa00,2007,26,4-105,KAN,NFL,15,7,42.0,66.0,2.80,4.40,0,0,0,0,0,1,2,0,24,298,2,1
3400,Phil Smith\SmitPh20,1986,26,4-85,PHI,NFL,3,2,8.4,14.4,2.80,4.80,0,0,0,0,0,0,0,0,6,94,0,1
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
3401,Reggie Williams\WillRe00,2005,22,1-9,JAX,NFL,16,7,44.8,79.8,2.80,4.99,0,0,0,0,0,2,3,0,35,445,0,2
3402,Kamar Aiken\AikeKa00,2014,25,,BAL,NFL,16,0,44.7,68.7,2.79,4.29,0,0,0,0,0,0,0,0,24,267,3,0
3403,Riley Cooper\CoopRi00,2015,28,5-159,PHI,NFL,16,13,44.7,65.7,2.79,4.11,0,0,0,0,0,0,0,0,21,327,2,0
3404,Ricky Nattiel\NattRi00,1989,23,1-27,DEN,NFL,8,0,22.3,32.3,2.79,4.04,0,0,0,0,0,0,0,0,10,183,1,2
3405,Brett Bech\BechBr00,1998,27,,NOR,NFL,16,0,44.4,58.4,2.78,3.65,0,0,0,0,0,0,0,0,14,264,3,0
3406,Andre' Davis\DaviAn01,2005,26,2-47,NWE,NFL,9,4,25.0,34.0,2.78,3.78,0,0,0,0,0,0,0,0,9,190,1,0
3407,Ricky Nattiel\NattRi00,1990,24,1-27,DEN,NFL,15,3,41.7,59.7,2.78,3.98,0,0,0,0,0,0,0,0,18,297,2,0
3408,Roscoe Parrish\ParrRo00,2008,26,2-55,BUF,NFL,13,1,36.1,60.1,2.78,4.62,0,0,0,0,0,2,9,0,24,232,1,2
3409,Equanimeous St. Brown\St.BEq00,2018,22,6-207,GNB,NFL,12,7,33.3,54.3,2.78,4.53,0,0,0,0,0,1,5,0,21,328,0,0
3410,Yancey Thigpen\ThigYa00,1993,24,4-90,PIT,NFL,12,0,33.4,42.4,2.78,3.53,0,0,0,0,0,0,0,0,9,154,3,0
3411,Keary Colbert\ColbKe00,2007,25,2-62,CAR,NFL,12,8,33.2,65.2,2.77,5.43,0,0,0,0,0,0,0,0,32,332,0,1
3412,Jerricho Cotchery\CotcJe00,2011,29,4-108,PIT,NFL,13,0,36.0,52.0,2.77,4.00,0,0,0,0,0,1,3,0,16,237,2,0
3413,Justin Hardy\HardJu00,2016,25,4-107,ATL,NFL,16,3,44.3,65.3,2.77,4.08,0,0,0,0,0,0,0,0,21,203,4,0
3414,Rashard Higgins\HiggRa00,2017,23,5-172,CLE,NFL,15,4,41.6,68.6,2.77,4.57,0,0,0,0,0,1,4,0,27,312,2,1
3415,Aldrick Robinson\RobiAl00,2016,28,6-178,ATL,NFL,16,1,44.3,64.3,2.77,4.02,0,0,0,0,0,0,0,0,20,323,2,0
3416,Derrick Shepard\ShepDe00,1989,25,,2TM,NFL,15,8,41.6,61.6,2.77,4.11,0,0,0,0,0,3,12,0,20,304,1,2
3417,Ricky Feacher\FeacRi00,1984,30,10-270,CLE,NFL,16,3,44.2,66.2,2.76,4.14,0,0,0,0,0,0,0,0,22,382,1,0
3418,Hason Graham\GrahHa00,1995,24,,NWE,NFL,10,1,27.6,37.6,2.76,3.76,0,0,0,0,0,0,0,0,10,156,2,0
3419,Jason Hill\HillJa00,2008,23,3-76,SFO,NFL,16,2,44.2,74.2,2.76,4.64,0,0,0,0,0,2,5,0,30,317,2,1
3420,Andre Holmes\HolmAn00,2015,27,,OAK,NFL,16,1,44.1,58.1,2.76,3.63,0,0,0,0,0,0,0,0,14,201,4,0
3421,Reidel Anthony\AnthRe00,1999,23,1-16,TAM,NFL,13,7,35.8,65.8,2.75,5.06,0,0,0,0,0,1,2,0,30,296,1,1
3422,Jermaine Lewis\LewiJe00,1999,25,5-153,BAL,NFL,15,6,41.2,66.2,2.75,4.41,0,0,0,0,0,5,11,0,25,281,2,1
3423,Renaldo Nehemiah\NeheRe00,1982,23,,SFO,NFL,8,3,22.0,30.0,2.75,3.75,0,0,0,0,0,1,-1,0,8,161,1,0
3424,Danny Amendola\AmenDa00,2009,24,,STL,NFL,14,2,38.4,81.4,2.74,5.81,0,0,0,0,0,3,-2,0,43,326,1,4
3425,Justin McCareins\McCaJu00,2002,24,4-124,TEN,NFL,16,1,43.9,62.9,2.74,3.93,0,0,0,0,0,2,18,0,19,301,2,0
3426,De'Anthony Thomas\ThomDe05,2015,22,4-124,KAN,NFL,10,1,27.4,44.4,2.74,4.44,0,0,0,0,0,9,34,1,17,140,1,2
3427,Wes Welker\WelkWe00,2005,24,,MIA,NFL,16,1,43.9,72.9,2.74,4.56,0,0,0,0,0,1,5,0,29,434,0,5
3428,Ernest Wilford\WilfEr00,2004,25,4-120,JAX,NFL,15,3,41.1,60.1,2.74,4.01,0,0,0,0,0,0,0,0,19,271,2,0
3429,Courtney Hawkins\HawkCo00,1992,23,2-44,TAM,NFL,16,5,43.6,63.6,2.73,3.98,0,0,0,0,0,0,0,0,20,336,2,2
3430,Sinorice Moss\MossSi00,2008,25,2-44,NYG,NFL,10,0,27.3,39.3,2.73,3.93,0,0,0,0,0,0,0,0,12,153,2,0
3431,Theo Bell\BellTh00,1981,28,4-120,TAM,NFL,16,9,43.5,64.5,2.72,4.03,0,0,0,0,0,1,7,0,21,318,2,1
3432,Rocket Ismail\IsmaRa00,1996,27,4-100,CAR,NFL,13,5,35.4,47.4,2.72,3.65,0,0,0,0,0,8,80,1,12,214,0,0
3433,Bert Emanuel\EmanBe00,1999,29,2-45,TAM,NFL,11,10,29.8,51.8,2.71,4.71,0,0,0,0,0,0,0,0,22,238,1,0
3434,Darrius Heyward-Bey\HeywDa00,2015,28,1-7,PIT,NFL,16,4,43.4,64.4,2.71,4.03,0,0,0,0,0,0,0,0,21,314,2,0
3435,Kevin Johnson\JohnKe01,2004,28,2-32,BAL,NFL,16,5,43.3,78.3,2.71,4.89,0,0,0,0,0,1,0,0,35,373,1,1
3436,Hassan Jones\JoneHa00,1991,27,5-120,MIN,NFL,16,7,43.4,75.4,2.71,4.71,0,0,0,0,0,0,0,0,32,384,1,1
3437,Larry Parker\ParkLa00,2001,25,4-108,KAN,NFL,12,4,32.5,47.5,2.71,3.96,0,0,0,0,0,3,6,0,15,199,2,0
3438,John Standeford\StanJo00,2008,26,,DET,NFL,9,4,24.4,39.4,2.71,4.38,0,0,0,0,0,0,0,0,15,244,0,1
3439,Dennis Gentry\GentDe00,1987,28,4-89,CHI,NFL,12,0,32.4,49.4,2.70,4.12,0,0,0,0,0,6,41,0,17,183,1,2
3440,Javon Walker\WalkJa00,2005,27,1-20,GNB,NFL,1,1,2.7,6.7,2.70,6.70,0,0,0,0,0,0,0,0,4,27,0,0
3441,Dedric Ward\WardDe00,1997,23,3-88,NYJ,NFL,11,1,29.7,47.7,2.70,4.34,0,0,0,0,0,2,25,0,18,212,1,1
3442,Kenny Duckett\DuckKe00,1983,24,3-68,NOR,NFL,14,1,37.7,56.7,2.69,4.05,0,0,0,0,0,2,-16,0,19,283,2,1
3443,Carl Pickens\PickCa00,2000,30,2-31,TEN,NFL,9,6,24.2,34.2,2.69,3.80,0,0,0,0,0,0,0,0,10,242,0,0
3444,Eddie Royal\RoyaEd00,2011,25,2-42,DEN,NFL,12,8,32.3,51.3,2.69,4.28,0,0,0,0,0,7,48,0,19,155,1,0
3445,Micheal Spurlock\SpurMi00,2010,27,,TAM,NFL,16,1,43.0,60.0,2.69,3.75,0,3,0,0,0,0,0,0,17,250,2,2
3446,Weegie Thompson\ThomWe00,1988,27,4-108,PIT,NFL,16,11,43.0,59.0,2.69,3.69,0,0,0,0,0,0,0,0,16,370,1,0
3447,Oliver Williams\WillOl20,1985,25,12-313,IND,NFL,8,1,21.5,30.5,2.69,3.81,0,0,0,0,0,0,0,0,9,175,1,2
3448,Kelly Campbell\CampKe00,2004,24,,MIN,NFL,16,3,42.8,61.8,2.68,3.86,0,0,0,0,0,3,4,0,19,364,1,1
3449,Mark Nichols\NichMa00,1981,22,1-16,DET,NFL,12,0,32.2,42.2,2.68,3.52,0,0,0,0,0,3,50,0,10,222,1,1
3450,Kassim Osgood\OsgoKa00,2004,24,,SDG,NFL,16,7,42.8,57.8,2.68,3.61,0,0,0,0,0,0,0,0,15,308,2,0
3451,Ricky Proehl\ProeRi00,1996,28,3-58,SEA,NFL,16,7,42.9,65.9,2.68,4.12,0,0,0,0,0,0,0,0,23,309,2,0
3452,J.T. Smith\SmitJT00,1990,35,,PHO,NFL,13,8,34.9,52.9,2.68,4.07,0,0,0,0,0,1,4,0,18,225,2,0
3453,Stephen Starring\StarSt00,1986,25,3-74,NWE,NFL,14,2,37.5,53.5,2.68,3.82,0,0,0,0,0,1,0,0,16,295,2,4
3454,Brice Butler\ButlBr00,2014,24,7-209,OAK,NFL,15,0,40.0,61.0,2.67,4.07,0,0,0,0,0,0,0,0,21,280,2,0
3455,Michael Clayton\ClayMi00,2005,23,1-15,TAM,NFL,14,10,37.4,69.4,2.67,4.96,0,0,0,0,0,1,2,0,32,372,0,1
3456,Duriel Harris\HarrDu00,1983,29,3-80,MIA,NFL,12,3,32.0,47.0,2.67,3.92,0,0,0,0,0,1,0,0,15,260,1,0
3457,Billy McMullen\McMuBi00,2006,26,3-95,MIN,NFL,16,0,42.7,65.7,2.67,4.11,0,0,0,0,0,0,0,0,23,307,2,0
3458,Chris Owusu\OwusCh00,2015,25,,NYJ,NFL,3,2,8.0,14.0,2.67,4.67,0,0,0,0,0,0,0,0,6,80,0,0
3459,Reche Caldwell\CaldRe00,2002,23,2-48,SDG,NFL,16,2,42.5,64.5,2.66,4.03,1,1,20,0,0,2,9,0,22,208,3,3
3460,Larry Foster\FostLa00,2000,24,,DET,NFL,10,0,26.6,43.6,2.66,4.36,0,0,0,0,0,2,31,0,17,175,1,2
3461,Charles Lockett\LockCh00,1988,23,3-66,PIT,NFL,16,5,42.5,64.5,2.66,4.03,0,0,0,0,0,0,0,0,22,365,1,0
3462,Paul Skansi\SkanPa00,1985,24,5-133,SEA,NFL,12,0,31.9,52.9,2.66,4.41,0,0,0,0,0,0,0,0,21,269,1,1
3463,David Terrell\TerrDa00,2003,28,1-8,CHI,NFL,16,7,42.5,85.5,2.66,5.34,0,0,0,0,0,1,4,0,43,361,1,1
3464,Kyle Williams\WillKy01,2012,24,6-206,SFO,NFL,11,3,29.3,43.3,2.66,3.94,0,0,0,0,0,4,21,0,14,212,1,1
3465,Desmond Howard\HowaDe00,1995,25,1-4,JAX,NFL,13,6,34.4,60.4,2.65,4.65,0,0,0,0,0,1,8,0,26,276,1,0
3466,Jason McAddley\McAdJa00,2003,24,5-149,ARI,NFL,2,0,5.3,9.3,2.65,4.65,0,0,0,0,0,0,0,0,4,53,0,0
3467,Danny Pittman\PittDa00,1980,22,4-90,NYG,NFL,11,7,29.1,54.1,2.65,4.92,0,0,0,0,0,1,-7,0,25,308,0,1
3468,Marcus Robinson\RobiMa00,2002,27,4-108,CHI,NFL,16,2,42.4,63.4,2.65,3.96,0,0,0,0,0,0,0,0,21,244,3,0
3469,Herkie Walls\WallHe00,1984,23,7-170,HOU,NFL,14,10,37.1,55.1,2.65,3.94,0,0,0,0,0,4,20,0,18,291,1,0
3470,Reggie Wayne\WaynRe00,2001,23,1-30,IND,NFL,13,9,34.5,61.5,2.65,4.73,0,0,0,0,0,0,0,0,27,345,0,0
3471,Reche Caldwell\CaldRe00,2005,26,2-48,SDG,NFL,16,2,42.2,70.2,2.64,4.39,0,0,0,0,0,2,10,0,28,352,1,2
3472,Rashied Davis\DaviRa00,2006,27,,CHI,NFL,16,2,42.3,64.3,2.64,4.02,0,0,0,0,0,0,0,0,22,303,2,1
3473,Emile Harry\HarrEm00,1988,25,4-89,KAN,NFL,16,2,42.2,68.2,2.64,4.26,0,0,0,0,0,0,0,0,26,362,1,0
3474,Brian Quick\QuicBr00,2013,24,2-33,STL,NFL,16,5,42.2,60.2,2.64,3.76,0,0,0,0,0,0,0,0,18,302,2,0
3475,Tony Simmons\SimmTo00,1999,25,2-52,NWE,NFL,15,1,39.6,58.6,2.64,3.91,0,0,0,0,0,0,0,0,19,276,2,1
3476,Carl Bland\BlanCa00,1988,27,,DET,NFL,16,2,42.1,63.1,2.63,3.94,0,0,0,0,0,1,4,0,21,307,2,1
3477,Mark Carrier\CarrMa00,1998,33,3-57,CAR,NFL,16,1,42.1,61.1,2.63,3.82,0,0,0,0,0,0,0,0,19,301,2,0
3478,Ron Dugans\DugaRo00,2002,25,3-66,CIN,NFL,16,5,42.1,89.1,2.63,5.57,0,0,0,0,0,0,0,0,47,421,0,0
3479,Henry Ellard\EllaHe00,1983,22,2-32,RAM,NFL,12,0,31.5,47.5,2.63,3.96,0,0,0,0,0,3,7,0,16,268,0,2
3480,Quincy Enunwa\EnunQu00,2015,23,6-209,NYJ,NFL,12,6,31.5,53.5,2.63,4.46,0,0,0,0,0,0,0,0,22,315,0,0
3481,Dante Hall\HallDa00,2006,28,5-153,KAN,NFL,15,0,39.5,65.5,2.63,4.37,0,0,0,0,0,3,11,0,26,204,2,2
3482,Chris Calloway\CallCh00,1991,23,4-97,PIT,NFL,12,0,31.4,46.4,2.62,3.87,0,0,0,0,0,0,0,0,15,254,1,0
3483,Maurice Harris\HarrMa05,2018,26,,WAS,NFL,12,7,31.4,59.4,2.62,4.95,0,0,0,0,0,2,10,0,28,304,0,1
3484,Terry LeCount\LeCoTe00,1982,26,4-91,MIN,NFL,9,3,23.6,37.6,2.62,4.18,0,0,0,0,0,1,-3,0,14,179,1,0
3485,Rodney Parker\ParkRo00,1981,28,6-152,PHI,NFL,11,0,28.8,36.8,2.62,3.35,0,0,0,0,0,0,0,0,8,168,2,0
3486,Tai Streets\StreTa00,2004,27,6-171,DET,NFL,13,12,34.0,62.0,2.62,4.77,0,0,0,0,0,0,0,0,28,260,1,0
3487,Dokie Williams\WillDo00,1983,23,5-138,RAI,NFL,16,0,41.9,55.9,2.62,3.49,0,0,0,0,0,0,0,0,14,259,3,2
3488,Aaron Cox\CoxxAa00,1992,27,1-20,RAM,NFL,10,4,26.1,44.1,2.61,4.41,0,0,0,0,0,0,0,0,18,261,0,0
3489,Germane Crowell\CrowGe00,2002,26,2-50,DET,NFL,10,5,26.1,48.1,2.61,4.81,0,0,0,0,0,0,0,0,22,201,1,0
3490,Alvin Garrett\GarrAl00,1983,27,9-237,WAS,NFL,15,6,39.2,64.2,2.61,4.28,0,0,0,0,0,2,0,0,25,332,1,0
3491,Dennis Gentry\GentDe00,1985,26,4-89,CHI,NFL,16,0,41.7,46.7,2.61,2.92,0,0,0,0,0,30,160,2,5,77,0,0
3492,E.G. Green\GreeE.00,1999,24,3-71,IND,NFL,11,4,28.7,49.7,2.61,4.52,0,0,0,0,0,0,0,0,21,287,0,0
3493,John Jefferson\JeffJo00,1984,28,1-14,GNB,NFL,13,12,33.9,59.9,2.61,4.61,0,0,0,0,0,0,0,0,26,339,0,0
3494,Dennis Northcutt\NortDe00,2009,32,2-32,DET,NFL,16,2,41.7,76.7,2.61,4.79,0,0,0,0,0,0,0,0,35,357,1,2
3495,Chaz Schilens\SchiCh00,2011,26,7-226,OAK,NFL,15,5,39.1,62.1,2.61,4.14,0,0,0,0,0,0,0,0,23,271,2,0
3496,Clarence Weathers\WeatCl00,1984,22,,NWE,NFL,9,0,23.5,31.5,2.61,3.50,0,0,0,0,0,0,0,0,8,115,2,0
3497,Floyd Eddings\EddiFl00,1983,25,,NYG,NFL,9,6,23.4,37.4,2.60,4.16,0,0,0,0,0,1,3,0,14,231,0,0
3498,Eugene Goodlow\GoodEu00,1986,28,3-66,NOR,NFL,16,6,41.6,61.6,2.60,3.85,0,0,0,0,0,0,0,0,20,306,2,1
3499,Rodney Parker\ParkRo00,1980,27,6-152,PHI,NFL,8,0,20.8,29.8,2.60,3.73,0,0,0,0,0,0,0,0,9,148,1,0
3500,Carl Pickens\PickCa00,1992,22,2-31,CIN,NFL,16,10,41.6,67.6,2.60,4.23,0,0,0,0,0,0,0,0,26,326,1,3
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
3501,Mike Sherrard\SherMi00,1991,28,1-18,SFO,NFL,16,0,41.6,65.6,2.60,4.10,0,0,0,0,0,0,0,0,24,296,2,0
3502,Javon Walker\WalkJa00,2002,24,1-20,GNB,NFL,15,2,39.0,62.0,2.60,4.13,0,0,0,0,0,1,11,0,23,319,1,1
3503,Jason Avant\AvanJa00,2007,24,4-109,PHI,NFL,15,5,38.8,61.8,2.59,4.12,0,0,0,0,0,1,1,0,23,267,2,0
3504,Jason Avant\AvanJa00,2014,31,4-109,2TM,NFL,16,0,41.4,75.4,2.59,4.71,0,0,0,0,0,1,1,0,34,353,1,0
3505,Tim Brown*\BrowTi00,1990,24,1-6,RAI,NFL,16,0,41.5,59.5,2.59,3.72,0,0,0,0,0,0,0,0,18,265,3,3
3506,Julius Dawkins\DawkJu00,1984,23,12-320,BUF,NFL,16,3,41.5,62.5,2.59,3.91,0,0,0,0,0,0,0,0,21,295,2,0
3507,Bennie Fowler\FowlBe00,2018,27,,NYG,NFL,10,5,25.9,41.9,2.59,4.19,0,0,0,0,0,0,0,0,16,199,1,1
3508,DaeSean Hamilton\HamiDa01,2018,23,4-113,DEN,NFL,14,5,36.3,66.3,2.59,4.74,0,0,0,0,0,0,0,0,30,243,2,0
3509,Courtney Hawkins\HawkCo00,1999,30,2-44,PIT,NFL,11,11,28.5,58.5,2.59,5.32,0,0,0,0,0,0,0,0,30,285,0,0
3510,Devery Henderson\HendDe00,2012,30,2-50,NOR,NFL,15,9,38.9,60.9,2.59,4.06,0,0,0,0,0,1,13,0,22,316,1,1
3511,Darrius Heyward-Bey\HeywDa00,2013,26,1-7,IND,NFL,16,11,41.5,70.5,2.59,4.41,0,0,0,0,0,3,26,0,29,309,1,0
3512,Allen Hurns\HurnAl01,2018,27,,DAL,NFL,16,7,41.5,61.5,2.59,3.84,0,0,0,0,0,0,0,0,20,295,2,1
3513,Muhsin Muhammad\MuhaMu00,1997,24,2-43,CAR,NFL,13,5,33.7,60.7,2.59,4.67,0,0,0,0,0,0,0,0,27,317,0,0
3514,Chaz Schilens\SchiCh00,2012,27,7-226,NYJ,NFL,15,6,38.9,66.9,2.59,4.46,0,0,0,0,0,0,0,0,28,289,2,1
3515,Nate Singleton\SingNa00,1994,26,11-292,SFO,NFL,16,1,41.4,62.4,2.59,3.90,0,0,0,0,0,0,0,0,21,294,2,0
3516,Chansi Stuckey\StucCh20,2010,27,7-235,CLE,NFL,16,5,41.5,81.5,2.59,5.09,0,0,0,0,0,3,9,1,40,346,0,3
3517,Floyd Turner\TurnFl00,1989,23,6-159,NOR,NFL,13,1,33.7,55.7,2.59,4.28,0,0,0,0,0,2,8,0,22,279,1,1
3518,Alexander Wright\WrigAl00,1994,27,2-26,RAI,NFL,16,15,41.4,57.4,2.59,3.59,0,0,0,0,0,0,0,0,16,294,2,0
3519,Miles Austin\AustMi00,2015,31,,PHI,NFL,11,1,28.4,41.4,2.58,3.76,0,0,0,0,0,0,0,0,13,224,1,0
